Lon,Lat,Est,Tmin,Fecha
-103.63,18.83,Callejones Col.,24.0,2019-12-01
-104.32,19.04,Manzanillo Col.,25.53333333,2019-12-01
-103.8,19.21,Coquimatlán Col.,21.76470588,2019-12-01
-103.73,19.22,La Posta Col.,20.77,2019-12-01
-103.61,19.25,Buena Vista Col.,18.98148148,2019-12-01
-103.6,19.32,Cuauhtémoc Col.,20.10526316,2019-12-01
-103.88,19.11,Derivadora Jala Col.,20.78571429,2019-12-01
-110.95,18.73,Isla Socorro Col. SEMAR*,24.49130435,2019-12-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,24.88333333,2019-12-01
-104.3,19.07,Manzanillo Col. SEMAR*,24.97,2019-12-01
-103.73,19.23,Observatorio de Colima Col. SMN*,20.40666667,2019-12-01
-103.87,18.91,Tecomán Col.,23.33333333,2019-12-01
-103.87,19.17,La Esperanza Col.,19.4,2019-12-01
-103.73,19.22,Radar Col.,23.83333333,2019-12-01
-103.81,19.32,Peñitas Col.,20.85,2019-12-01
-103.87,19.17,La Esperanza Col.,14.6,2020-01-01
-103.72,18.75,Cerro de Ortega Col.,19.39285714,2020-01-01
-103.77,18.81,Laguna de Amela Col.,20.0,2020-01-01
-103.63,18.83,Callejones Col.,20.83333333,2020-01-01
-103.87,18.91,Tecomán Col.,19.61290323,2020-01-01
-104.32,19.04,Manzanillo Col.,22.80740741,2020-01-01
-103.8,19.21,Coquimatlán Col.,18.0,2020-01-01
-103.73,19.22,La Posta Col.,16.8516129,2020-01-01
-103.73,19.22,Radar Col.,19.03225806,2020-01-01
-103.61,19.25,Buena Vista Col.,15.34482759,2020-01-01
-103.81,19.32,Peñitas Col.,18.02777778,2020-01-01
-103.6,19.32,Cuauhtémoc Col.,17.61538462,2020-01-01
-103.88,19.11,Derivadora Jala Col.,17.13793103,2020-01-01
-110.95,18.73,Isla Socorro Col. SEMAR*,21.46666667,2020-01-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,21.58,2020-01-01
-104.3,19.07,Manzanillo Col. SEMAR*,21.57419355,2020-01-01
-103.73,19.23,Observatorio de Colima Col. SMN*,16.212,2020-01-01
-103.87,19.17,La Esperanza Col.,14.95454545,2020-02-01
-103.72,18.75,Cerro de Ortega Col.,19.43103448,2020-02-01
-103.77,18.81,Laguna de Amela Col.,19.43103448,2020-02-01
-103.63,18.83,Callejones Col.,20.05769231,2020-02-01
-103.87,18.91,Tecomán Col.,19.51851852,2020-02-01
-104.32,19.04,Manzanillo Col.,21.86206897,2020-02-01
-103.73,19.22,La Posta Col.,17.9,2020-02-01
-103.73,19.22,Radar Col.,18.87931034,2020-02-01
-103.61,19.25,Buena Vista Col.,17.0,2020-02-01
-103.81,19.32,Peñitas Col.,18.33333333,2020-02-01
-103.6,19.32,Cuauhtémoc Col.,17.5,2020-02-01
-103.88,19.11,Derivadora Jala Col.,16.94230769,2020-02-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,21.05172414,2020-02-01
-104.3,19.07,Manzanillo Col. SEMAR*,20.8137931,2020-02-01
-103.73,19.23,Observatorio de Colima Col. SMN*,17.21724138,2020-02-01
-110.95,18.73,Isla Socorro Col. SEMAR*,20.07407407,2020-02-01
-103.87,19.17,La Esperanza Col.,17.6,2020-03-01
-103.73,18.76,Cerro de Ortega Col.,20.40322581,2020-03-01
-103.77,18.81,Laguna de Amela Col.,20.38709677,2020-03-01
-103.63,18.83,Callejones Col.,20.07142857,2020-03-01
-103.87,18.91,Tecomán Col.,20.90740741,2020-03-01
-104.32,19.04,Manzanillo Col.,22.70666667,2020-03-01
-103.8,19.21,Coquimatlán Col.,19.404,2020-03-01
-103.73,19.22,La Posta Col.,19.03548387,2020-03-01
-104.1,18.94,Radar Col.,20.12903226,2020-03-01
-103.61,19.25,Buena Vista Col.,16.60714286,2020-03-01
-103.81,19.33,Peñitas Col.,20.28947368,2020-03-01
-103.6,19.32,Cuauhtémoc Col.,19.51724138,2020-03-01
-103.88,19.11,Derivadora Jala Col.,18.03225806,2020-03-01
-110.95,18.73,Isla Socorro Col. SEMAR*,20.9516129,2020-03-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,21.91935484,2020-03-01
-104.3,19.07,Manzanillo Col. SEMAR*,21.73225806,2020-03-01
-103.73,19.23,Observatorio de Colima Col. SMN*,18.46774194,2020-03-01
-103.87,19.17,La Esperanza Col.,14.1,2020-04-01
-103.73,18.76,Cerro de Ortega Col.,19.0,2020-04-01
-103.77,18.81,Laguna de Amela Col.,18.9,2020-04-01
-103.63,18.83,Callejones Col.,17.8,2020-04-01
-103.87,18.91,Tecomán Col.,18.4,2020-04-01
-104.32,19.04,Manzanillo Col.,20.5,2020-04-01
-103.8,19.21,Coquimatlán Col.,18.1,2020-04-01
-103.73,19.22,La Posta Col.,17.8,2020-04-01
-104.1,18.94,Radar Col.,18.1,2020-04-01
-103.61,19.25,Buena Vista Col.,16.6,2020-04-01
-103.81,19.33,Peñitas Col.,19.2,2020-04-01
-103.6,19.32,Cuauhtémoc Col.,19.7,2020-04-01
-103.88,19.11,Derivadora Jala Col.,15.8,2020-04-01
-110.95,18.73,Isla Socorro Col. SEMAR*,20.3,2020-04-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,19.5,2020-04-01
-104.3,19.07,Manzanillo Col. SEMAR*,18.9,2020-04-01
-103.73,19.23,Observatorio de Colima Col. SMN*,17.0,2020-04-01
-103.87,19.17,La Esperanza Col.,15.0,2020-05-01
-103.73,18.76,Cerro de Ortega Col.,20.3,2020-05-01
-103.77,18.81,Laguna de Amela Col.,20.3,2020-05-01
-103.63,18.83,Callejones Col.,19.7,2020-05-01
-103.87,18.91,Tecomán Col.,19.9,2020-05-01
-104.32,19.04,Manzanillo Col.,21.9,2020-05-01
-103.8,19.21,Coquimatlán Col.,19.1,2020-05-01
-103.73,19.22,La Posta Col.,18.4,2020-05-01
-104.1,18.94,Radar Col.,18.7,2020-05-01
-103.61,19.25,Buena Vista Col.,17.1,2020-05-01
-103.81,19.33,Peñitas Col.,19.4,2020-05-01
-103.6,19.32,Cuauhtémoc Col.,19.9,2020-05-01
-103.88,19.11,Derivadora Jala Col.,16.7,2020-05-01
-114.73,18.35,Isla Clarión Col. SEMAR*,20.5,2020-05-01
-110.95,18.73,Isla Socorro Col. SEMAR*,20.4,2020-05-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,20.9,2020-05-01
-104.3,19.07,Manzanillo Col. SEMAR*,20.7,2020-05-01
-103.73,19.23,Observatorio de Colima Col. SMN*,17.9,2020-05-01
-103.87,19.17,La Esperanza Col.,20.1,2020-06-01
-103.73,18.76,Cerro de Ortega Col.,23.3,2020-06-01
-103.77,18.81,Laguna de Amela Col.,23.3,2020-06-01
-103.63,18.83,Callejones Col.,24.3,2020-06-01
-103.87,18.91,Tecomán Col.,23.7,2020-06-01
-104.32,19.04,Manzanillo Col.,25.0,2020-06-01
-103.8,19.21,Coquimatlán Col.,22.7,2020-06-01
-103.73,19.22,La Posta Col.,21.8,2020-06-01
-104.1,18.94,Radar Col.,22.5,2020-06-01
-103.61,19.25,Buena Vista Col.,20.6,2020-06-01
-103.81,19.33,Peñitas Col.,22.2,2020-06-01
-103.6,19.32,Cuauhtémoc Col.,20.8,2020-06-01
-103.88,19.11,Derivadora Jala Col.,21.3,2020-06-01
-110.95,18.73,Isla Socorro Col. SEMAR*,22.4,2020-06-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,24.4,2020-06-01
-104.3,19.07,Manzanillo Col. SEMAR*,24.4,2020-06-01
-103.73,19.23,Observatorio de Colima Col. SMN*,21.6,2020-06-01
-103.87,19.17,La Esperanza Col.,21.3,2020-07-01
-103.73,18.76,Cerro de Ortega Col.,24.1,2020-07-01
-103.77,18.81,Laguna de Amela Col.,24.0,2020-07-01
-103.63,18.83,Callejones Col.,24.8,2020-07-01
-103.87,18.91,Tecomán Col.,24.8,2020-07-01
-104.32,19.04,Manzanillo Col.,26.3,2020-07-01
-103.8,19.21,Coquimatlán Col.,23.3,2020-07-01
-103.73,19.22,La Posta Col.,22.6,2020-07-01
-104.1,18.94,Radar Col.,24.4,2020-07-01
-103.61,19.25,Buena Vista Col.,20.6,2020-07-01
-103.81,19.33,Peñitas Col.,22.4,2020-07-01
-103.6,19.32,Cuauhtémoc Col.,20.9,2020-07-01
-103.88,19.11,Derivadora Jala Col.,22.4,2020-07-01
-110.95,18.73,Isla Socorro Col. SEMAR*,25.0,2020-07-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,25.5,2020-07-01
-104.3,19.07,Manzanillo Col. SEMAR*,25.9,2020-07-01
-103.73,19.23,Observatorio de Colima Col. SMN*,22.3,2020-07-01
-103.87,19.17,La Esperanza Col.,20.9,2020-08-01
-103.73,18.76,Cerro de Ortega Col.,23.9,2020-08-01
-103.77,18.81,Laguna de Amela Col.,23.8,2020-08-01
-103.63,18.83,Callejones Col.,24.6,2020-08-01
-103.87,18.91,Tecomán Col.,24.2,2020-08-01
-103.8,19.21,Coquimatlán Col.,22.7,2020-08-01
-103.73,19.22,La Posta Col.,22.1,2020-08-01
-104.1,18.94,Radar Col.,23.7,2020-08-01
-103.81,19.33,Peñitas Col.,21.6,2020-08-01
-103.6,19.32,Cuauhtémoc Col.,20.2,2020-08-01
-110.95,18.73,Isla Socorro Col. SEMAR*,26.1,2020-08-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,25.1,2020-08-01
-104.3,19.07,Manzanillo Col. SEMAR*,25.3,2020-08-01
-103.73,19.23,Observatorio de Colima Col. SMN*,21.8,2020-08-01
-104.32,19.04,Manzanillo Col.,25.7,2020-08-01
-103.88,19.11,Derivadora Jala Col.,21.6,2020-08-01
-103.61,19.25,Buena Vista Col.,20.2,2020-08-01
-103.87,19.17,La Esperanza Col.,20.8,2020-09-01
-103.73,18.76,Cerro de Ortega Col.,24.0,2020-09-01
-103.77,18.81,Laguna de Amela Col.,23.7,2020-09-01
-103.87,18.91,Tecomán Col.,24.5,2020-09-01
-103.8,19.21,Coquimatlán Col.,22.8,2020-09-01
-103.73,19.22,La Posta Col.,22.0,2020-09-01
-104.1,18.94,Radar Col.,24.0,2020-09-01
-103.81,19.33,Peñitas Col.,21.5,2020-09-01
-103.6,19.32,Cuauhtémoc Col.,20.8,2020-09-01
-110.95,18.73,Isla Socorro Col. SEMAR*,25.8,2020-09-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,25.4,2020-09-01
-104.3,19.07,Manzanillo Col. SEMAR*,25.6,2020-09-01
-103.73,19.23,Observatorio de Colima Col. SMN*,21.7,2020-09-01
-104.32,19.04,Observatorio de Manzanillo Col.,25.9,2020-09-01
-103.88,19.11,Presa derivadora Jala Col.,21.9,2020-09-01
-103.61,19.25,Buenavista Col.,20.3,2020-09-01
-103.87,19.17,La Esperanza Col.,20.6,2020-10-01
-103.73,18.76,Cerro de Ortega Col.,23.6,2020-10-01
-103.77,18.81,Laguna de Amela Col.,23.3,2020-10-01
-103.87,18.91,Tecomán Col.,24.5,2020-10-01
-103.8,19.21,Coquimatlán Col.,22.7,2020-10-01
-103.73,19.22,La Posta Col.,21.4,2020-10-01
-104.1,18.94,Radar Col.,24.2,2020-10-01
-103.81,19.33,Peñitas Col.,21.4,2020-10-01
-103.6,19.32,Cuauhtémoc Col.,20.1,2020-10-01
-110.95,18.73,Isla Socorro Col. SEMAR*,25.2,2020-10-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,25.7,2020-10-01
-104.3,19.07,Manzanillo Col. SEMAR*,26.1,2020-10-01
-103.73,19.23,Observatorio de Colima Col. SMN*,21.2,2020-10-01
-104.32,19.04,Observatorio de Manzanillo Col.,26.0,2020-10-01
-103.88,19.11,Presa derivadora Jala Col.,21.5,2020-10-01
-103.61,19.25,Buenavista Col.,19.8,2020-10-01
-103.87,19.17,La Esperanza Col.,17.4,2020-11-01
-103.73,18.76,Cerro de Ortega Col.,22.0,2020-11-01
-103.77,18.81,Laguna de Amela Col.,22.0,2020-11-01
-103.87,18.91,Tecomán Col.,22.4,2020-11-01
-103.8,19.21,Coquimatlán Col.,20.8,2020-11-01
-103.73,19.22,La Posta Col.,19.4,2020-11-01
-104.1,18.94,Radar Col.,22.2,2020-11-01
-103.81,19.33,Peñitas Col.,20.0,2020-11-01
-103.6,19.32,Cuauhtémoc Col.,19.4,2020-11-01
-110.95,18.73,Isla Socorro Col. SEMAR*,24.4,2020-11-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,23.4,2020-11-01
-104.3,19.07,Manzanillo Col. SEMAR*,23.3,2020-11-01
-103.73,19.23,Observatorio de Colima Col. SMN*,18.8,2020-11-01
-104.32,19.04,Observatorio de Manzanillo Col.,24.1,2020-11-01
-103.88,19.11,Presa derivadora Jala Col.,19.1,2020-11-01
-103.61,19.25,Buenavista Col.,18.2,2020-11-01
-103.87,19.17,La Esperanza Col.,14.7,2020-12-01
-103.73,18.76,Cerro de Ortega Col.,20.3,2020-12-01
-103.77,18.81,Laguna de Amela Col.,20.5,2020-12-01
-103.87,18.91,Tecomán Col.,19.8,2020-12-01
-103.8,19.21,Coquimatlán Col.,18.4,2020-12-01
-103.73,19.22,La Posta Col.,16.9,2020-12-01
-104.1,18.94,Radar Col.,18.8,2020-12-01
-103.6,19.32,Cuauhtémoc Col.,17.6,2020-12-01
-110.95,18.73,Isla Socorro Col. SEMAR*,21.5,2020-12-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,20.9,2020-12-01
-104.3,19.07,Manzanillo Col. SEMAR*,20.7,2020-12-01
-103.73,19.23,Observatorio de Colima Col. SMN*,16.3,2020-12-01
-104.32,19.04,Observatorio de Manzanillo Col.,21.7,2020-12-01
-103.88,19.11,Presa derivadora Jala Col.,16.6,2020-12-01
-103.61,19.25,Buenavista Col.,15.7,2020-12-01
-103.87,19.17,La Esperanza Col.,12.9,2021-01-01
-103.73,18.76,Cerro de Ortega Col.,17.8,2021-01-01
-103.77,18.81,Laguna de Amela Col.,17.8,2021-01-01
-103.87,18.91,Tecomán Col.,19.4,2021-01-01
-103.8,19.21,Coquimatlán Col.,17.4,2021-01-01
-103.73,19.22,La Posta Col.,16.6,2021-01-01
-104.1,18.94,Radar Col.,16.9,2021-01-01
-103.81,19.33,Peñitas Col.,18.3,2021-01-01
-103.6,19.32,Cuauhtémoc Col.,17.7,2021-01-01
-110.95,18.73,Isla Socorro Col. SEMAR*,20.0,2021-01-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,19.6,2021-01-01
-104.3,19.07,Manzanillo Col. SEMAR*,18.9,2021-01-01
-103.73,19.23,Observatorio de Colima Col. SMN*,15.9,2021-01-01
-104.32,19.04,Observatorio de Manzanillo Col.,20.2,2021-01-01
-103.88,19.11,Presa derivadora Jala Col.,16.0,2021-01-01
-103.61,19.25,Buenavista Col.,14.7,2021-01-01
-103.87,19.17,La Esperanza Col.,13.4,2021-02-01
-103.73,18.76,Cerro de Ortega Col.,17.7,2021-02-01
-103.77,18.81,Laguna de Amela Col.,17.6,2021-02-01
-103.87,18.91,Tecomán Col.,18.4,2021-02-01
-103.8,19.21,Coquimatlán Col.,16.5,2021-02-01
-103.73,19.22,La Posta Col.,15.7,2021-02-01
-104.1,18.94,Radar Col.,17.0,2021-02-01
-103.81,19.33,Peñitas Col.,17.1,2021-02-01
-103.6,19.32,Cuauhtémoc Col.,14.2,2021-02-01
-110.95,18.73,Isla Socorro Col. SEMAR*,19.5,2021-02-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,19.2,2021-02-01
-104.3,19.07,Manzanillo Col. SEMAR*,18.9,2021-02-01
-103.73,19.23,Observatorio de Colima Col. SMN*,15.1,2021-02-01
-104.32,19.04,Observatorio de Manzanillo Col.,20.1,2021-02-01
-103.88,19.11,Presa derivadora Jala Col.,15.2,2021-02-01
-103.61,19.25,Buenavista Col.,13.8,2021-02-01
-103.87,19.17,La Esperanza Col.,12.7,2021-03-01
-103.73,18.76,Cerro de Ortega Col.,17.1,2021-03-01
-103.77,18.81,Laguna de Amela Col.,17.1,2021-03-01
-103.87,18.91,Tecomán Col.,18.2,2021-03-01
-103.8,19.21,Coquimatlán Col.,16.6,2021-03-01
-103.73,19.22,La Posta Col.,16.8,2021-03-01
-104.1,18.94,Radar Col.,17.5,2021-03-01
-103.81,19.33,Peñitas Col.,18.7,2021-03-01
-103.6,19.32,Cuauhtémoc Col.,18.7,2021-03-01
-110.95,18.73,Isla Socorro Col. SEMAR*,19.3,2021-03-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,19.2,2021-03-01
-104.3,19.07,Manzanillo Col. SEMAR*,18.5,2021-03-01
-103.73,19.23,Observatorio de Colima Col. SMN*,15.9,2021-03-01
-104.32,19.04,Observatorio de Manzanillo Col.,20.1,2021-03-01
-103.88,19.11,Presa derivadora Jala Col.,14.9,2021-03-01
-103.61,19.25,Buenavista Col.,13.7,2021-03-01
-103.87,19.17,La Esperanza Col.,13.8,2021-04-01
-103.73,18.76,Cerro de Ortega Col.,18.4,2021-04-01
-103.77,18.81,Laguna de Amela Col.,18.6,2021-04-01
-103.87,18.91,Tecomán Col.,18.9,2021-04-01
-103.8,19.21,Coquimatlán Col.,18.1,2021-04-01
-103.73,19.22,La Posta Col.,17.4,2021-04-01
-104.1,18.94,Radar Col.,17.8,2021-04-01
-103.81,19.33,Peñitas Col.,19.3,2021-04-01
-103.6,19.32,Cuauhtémoc Col.,19.0,2021-04-01
-114.73,18.35,Isla Clarión Col. SEMAR*,19.9,2021-04-01
-110.95,18.73,Isla Socorro Col. SEMAR*,20.1,2021-04-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,20.1,2021-04-01
-104.3,19.07,Manzanillo Col. SEMAR*,19.8,2021-04-01
-103.73,19.23,Observatorio de Colima Col. SMN*,16.4,2021-04-01
-104.32,19.04,Observatorio de Manzanillo Col.,21.1,2021-04-01
-103.88,19.11,Presa derivadora Jala Col.,15.4,2021-04-01
-103.61,19.25,Buenavista Col.,14.8,2021-04-01
-103.87,19.17,La Esperanza Col.,16.8,2021-05-01
-103.73,18.76,Cerro de Ortega Col.,20.7,2021-05-01
-103.77,18.81,Laguna de Amela Col.,20.6,2021-05-01
-103.87,18.91,Tecomán Col.,21.8,2021-05-01
-103.8,19.21,Coquimatlán Col.,20.1,2021-05-01
-103.73,19.22,La Posta Col.,19.6,2021-05-01
-104.1,18.94,Radar Col.,20.2,2021-05-01
-103.81,19.33,Peñitas Col.,19.7,2021-05-01
-103.6,19.32,Cuauhtémoc Col.,19.8,2021-05-01
-110.95,18.73,Isla Socorro Col. SEMAR*,21.0,2021-05-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,22.6,2021-05-01
-104.3,19.07,Manzanillo Col. SEMAR*,22.5,2021-05-01
-103.73,19.23,Observatorio de Colima Col. SMN*,19.7,2021-05-01
-104.32,19.04,Observatorio de Manzanillo Col.,23.3,2021-05-01
-103.88,19.11,Presa derivadora Jala Col.,18.3,2021-05-01
-103.61,19.25,Buenavista Col.,16.5,2021-05-01
-103.87,19.17,La Esperanza Col.,20.9,2021-06-01
-103.73,18.76,Cerro de Ortega Col.,23.6,2021-06-01
-103.77,18.81,Laguna de Amela Col.,23.4,2021-06-01
-103.87,18.91,Tecomán Col.,24.5,2021-06-01
-103.8,19.21,Coquimatlán Col.,23.0,2021-06-01
-103.73,19.22,La Posta Col.,22.2,2021-06-01
-104.1,18.94,Radar Col.,23.7,2021-06-01
-103.81,19.33,Peñitas Col.,22.4,2021-06-01
-103.6,19.32,Cuauhtémoc Col.,20.7,2021-06-01
-110.95,18.73,Isla Socorro Col. SEMAR*,23.2,2021-06-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,25.1,2021-06-01
-104.3,19.07,Manzanillo Col. SEMAR*,25.1,2021-06-01
-103.73,19.23,Observatorio de Colima Col. SMN*,22.0,2021-06-01
-104.32,19.04,Observatorio de Manzanillo Col.,26.0,2021-06-01
-103.88,19.11,Presa derivadora Jala Col.,21.5,2021-06-01
-103.61,19.25,Buenavista Col.,19.7,2021-06-01
-104.56,19.15,Aeropuerto Internacional de Manzanillo-Costalegre Col.*,24.7,2021-06-01
-103.58,19.28,Aeropuerto Nacional de Colima Col.*,21.4,2021-06-01
-103.87,19.17,La Esperanza Col.,20.5,2021-07-01
-103.73,18.76,Cerro de Ortega Col.,24.0,2021-07-01
-103.77,18.81,Laguna de Amela Col.,23.8,2021-07-01
-103.63,18.83,Callejones Col.,24.7,2021-07-01
-103.87,18.91,Tecomán Col.,24.8,2021-07-01
-103.8,19.21,Coquimatlán Col.,22.9,2021-07-01
-103.73,19.22,La Posta Col.,22.0,2021-07-01
-104.1,18.94,Radar Col.,24.3,2021-07-01
-103.81,19.33,Peñitas Col.,21.7,2021-07-01
-103.6,19.32,Cuauhtémoc Col.,20.4,2021-07-01
-110.95,18.73,Isla Socorro Col. SEMAR*,24.8,2021-07-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,25.5,2021-07-01
-104.3,19.07,Manzanillo Col. SEMAR*,25.7,2021-07-01
-103.73,19.23,Observatorio de Colima Col. SMN*,21.8,2021-07-01
-104.32,19.04,Observatorio de Manzanillo Col.,26.3,2021-07-01
-103.88,19.11,Presa derivadora Jala Col.,21.5,2021-07-01
-103.61,19.25,Buenavista Col.,19.9,2021-07-01
-104.56,19.15,Aeropuerto Internacional de Manzanillo-Costalegre Col.*,25.6,2021-07-01
-103.58,19.28,Aeropuerto Nacional de Colima Col.*,21.4,2021-07-01
-103.87,19.17,La Esperanza Col.,20.6,2021-08-01
-103.73,18.76,Cerro de Ortega Col.,23.9,2021-08-01
-103.77,18.81,Laguna de Amela Col.,23.5,2021-08-01
-103.87,18.91,Tecomán Col.,24.6,2021-08-01
-103.8,19.21,Coquimatlán Col.,22.5,2021-08-01
-103.73,19.22,La Posta Col.,21.7,2021-08-01
-104.1,18.94,Radar Col.,23.9,2021-08-01
-103.81,19.33,Peñitas Col.,21.5,2021-08-01
-103.6,19.32,Cuauhtémoc Col.,21.0,2021-08-01
-110.95,18.73,Isla Socorro Col. SEMAR*,25.6,2021-08-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,25.3,2021-08-01
-104.3,19.07,Manzanillo Col. SEMAR*,25.4,2021-08-01
-103.73,19.23,Observatorio de Colima Col. SMN*,21.6,2021-08-01
-104.32,19.04,Observatorio de Manzanillo Col.,26.0,2021-08-01
-103.88,19.11,Presa derivadora Jala Col.,21.5,2021-08-01
-103.61,19.25,Buenavista Col.,20.3,2021-08-01
-104.56,19.15,Aeropuerto Internacional de Manzanillo-Costalegre Col.*,25.0,2021-08-01
-103.58,19.28,Aeropuerto Nacional de Colima Col.*,21.2,2021-08-01
-103.87,19.17,La Esperanza Col.,20.6,2021-09-01
-103.73,18.76,Cerro de Ortega Col.,23.7,2021-09-01
-103.77,18.81,Laguna de Amela Col.,23.6,2021-09-01
-103.87,18.91,Tecomán Col.,24.4,2021-09-01
-103.8,19.21,Coquimatlán Col.,22.4,2021-09-01
-103.73,19.22,La Posta Col.,21.4,2021-09-01
-104.1,18.94,Radar Col.,23.3,2021-09-01
-103.81,19.33,Peñitas Col.,21.2,2021-09-01
-103.6,19.32,Cuauhtémoc Col.,20.2,2021-09-01
-110.95,18.73,Isla Socorro Col. SEMAR*,25.3,2021-09-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,24.8,2021-09-01
-104.3,19.07,Manzanillo Col. SEMAR*,25.3,2021-09-01
-103.73,19.23,Observatorio de Colima Col. SMN*,21.5,2021-09-01
-104.32,19.04,Observatorio de Manzanillo Col.,25.4,2021-09-01
-103.88,19.11,Presa derivadora Jala Col.,21.1,2021-09-01
-103.61,19.25,Buenavista Col.,19.9,2021-09-01
-104.56,19.15,Aeropuerto Internacional de Manzanillo-Costalegre Col.*,24.7,2021-09-01
-103.58,19.28,Aeropuerto Nacional de Colima Col.*,20.7,2021-09-01
-103.87,19.17,La Esperanza Col.,20.4,2021-10-01
-103.73,18.76,Cerro de Ortega Col.,23.8,2021-10-01
-103.77,18.81,Laguna de Amela Col.,23.6,2021-10-01
-103.87,18.91,Tecomán Col.,24.3,2021-10-01
-103.8,19.21,Coquimatlán Col.,22.6,2021-10-01
-103.73,19.22,La Posta Col.,21.6,2021-10-01
-104.1,18.94,Radar Col.,23.8,2021-10-01
-103.81,19.33,Peñitas Col.,21.1,2021-10-01
-103.6,19.32,Cuauhtémoc Col.,20.4,2021-10-01
-110.95,18.73,Isla Socorro Col. SEMAR*,24.5,2021-10-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,25.5,2021-10-01
-104.3,19.07,Manzanillo Col. SEMAR*,25.6,2021-10-01
-104.32,19.04,Observatorio de Manzanillo Col.,26.2,2021-10-01
-103.88,19.11,Presa derivadora Jala Col.,21.3,2021-10-01
-103.61,19.25,Buenavista Col.,20.1,2021-10-01
-104.56,19.15,Aeropuerto Internacional de Manzanillo-Costalegre Col.*,24.7,2021-10-01
-103.58,19.28,Aeropuerto Nacional de Colima Col.*,21.6,2021-10-01
-103.87,19.17,La Esperanza Col.,18.0,2021-11-01
-103.73,18.76,Cerro de Ortega Col.,22.1,2021-11-01
-103.77,18.81,Laguna de Amela Col.,20.7,2021-11-01
-103.87,18.91,Tecomán Col.,21.5,2021-11-01
-103.8,19.21,Coquimatlán Col.,20.5,2021-11-01
-103.73,19.22,La Posta Col.,18.8,2021-11-01
-104.1,18.94,Radar Col.,21.7,2021-11-01
-103.81,19.33,Peñitas Col.,19.1,2021-11-01
-103.6,19.32,Cuauhtémoc Col.,19.0,2021-11-01
-110.95,18.73,Isla Socorro Col. SEMAR*,23.4,2021-11-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,23.7,2021-11-01
-104.3,19.07,Manzanillo Col. SEMAR*,23.7,2021-11-01
-103.73,19.23,Observatorio de Colima Col. SMN*,18.3,2021-11-01
-104.32,19.04,Observatorio de Manzanillo Col.,24.2,2021-11-01
-103.88,19.11,Presa derivadora Jala Col.,18.9,2021-11-01
-103.61,19.25,Buenavista Col.,16.8,2021-11-01
-104.56,19.15,Aeropuerto Internacional de Manzanillo-Costalegre Col.*,22.6,2021-11-01
-103.58,19.28,Aeropuerto Nacional de Colima Col.*,19.5,2021-11-01
-103.87,19.17,La Esperanza Col.,15.3,2021-12-01
-103.73,18.76,Cerro de Ortega Col.,20.0,2021-12-01
-103.77,18.81,Laguna de Amela Col.,19.4,2021-12-01
-103.87,18.91,Tecomán Col.,20.2,2021-12-01
-103.8,19.21,Coquimatlán Col.,19.8,2021-12-01
-103.73,19.22,La Posta Col.,18.1,2021-12-01
-104.1,18.94,Radar Col.,20.4,2021-12-01
-103.6,19.32,Cuauhtémoc Col.,18.4,2021-12-01
-110.95,18.73,Isla Socorro Col. SEMAR*,22.3,2021-12-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,22.6,2021-12-01
-104.3,19.07,Manzanillo Col. SEMAR*,22.6,2021-12-01
-103.73,19.23,Observatorio de Colima Col. SMN*,17.7,2021-12-01
-104.32,19.04,Observatorio de Manzanillo Col.,23.1,2021-12-01
-103.88,19.11,Presa derivadora Jala Col.,18.2,2021-12-01
-103.61,19.25,Buenavista Col.,16.0,2021-12-01
-104.56,19.15,Aeropuerto Internacional de Manzanillo-Costalegre Col.*,21.7,2021-12-01
-103.58,19.28,Aeropuerto Nacional de Colima Col.*,18.5,2021-12-01
-103.63,18.83,Callejones Col.,19.5,2022-01-01
-103.77,18.81,Laguna de Amela Col.,19.1,2022-01-01
-110.95,18.73,Isla Socorro Col. SEMAR*,21.8,2022-01-01
